Age,Income,Credit_Score,Income_to_Expense_Ratio,Marital_Status,Guarantor,Purpose,Dependents,Ongoing_Loans,Ongoing_Loan_Amount,Ongoing_Loan_EMI,FD,FD_Amount,Geo_Location,Employment_Years,Loan_Amount,Tenure_Months,EMI,Interest_Rate,Interest_Amount
33,231883,378,0.73,Married,Yes,Auto loan,2,2,208222,5479,No,0,Urban,33,86599,24,4105,12.72,11921
46,221509,897,0.82,Married,No,Medical loan,3,1,252250,4275,No,0,Urban,30,103091,60,2116,8.53,23869
20,249241,501,0.71,Married,No,Personal loan,4,3,1288411,85894,No,0,Rural,36,50000,120,731,12.49,37720
37,229526,857,0.85,Single,No,Education loan,1,3,1960613,42622,Yes,797566,Urban,18,72661,60,1505,8.93,17639
53,198799,412,0.43,Married,No,Home loan,1,2,1523624,47613,No,0,Urban,31,50000,60,1147,13.38,18820
36,48578,390,0.55,Single,Yes,Personal loan,4,1,509778,10846,Yes,675608,Urban,28,229026,120,3365,12.6,174774
43,100453,440,0.21,Single,No,Education loan,3,3,955751,73519,No,0,Urban,8,50000,24,2391,13.6,7384
20,218859,588,0.2,Married,No,Personal loan,1,2,1222056,24441,No,0,Urban,6,50000,120,720,12.12,36400
36,121435,888,0.37,Single,No,Business loan,5,2,119128,3054,No,0,Urban,11,50000,240,437,8.62,54880
37,226101,710,0.27,Married,No,Personal loan,2,1,1034027,22978,No,0,Urban,30,50000,240,495,10.4,68800
49,161538,676,0.38,Single,Yes,Medical loan,3,3,1442173,32776,Yes,59589,Urban,17,50000,60,1055,9.74,13300
24,55475,683,0.32,Married,No,Business loan,4,2,1746349,91913,Yes,806533,Urban,27,50000,60,1078,10.67,14680
58,226232,451,0.22,Single,Yes,Education loan,3,0,0,0,No,0,Urban,20,50000,36,1660,11.99,9760
50,167636,618,0.84,Single,No,Business loan,5,0,0,0,No,0,Rural,8,105610,36,3498,11.82,20318
57,163484,668,0.21,Single,No,Personal loan,3,3,1367958,71997,No,0,Rural,33,50000,36,1632,10.82,8752
56,103526,859,0.72,Married,No,Business loan,0,3,151051,2850,Yes,947683,Rural,33,514180,60,10651,8.91,124880
35,61001,761,0.31,Single,No,Medical loan,4,0,0,0,Yes,917065,Urban,23,473660,24,21832,9.89,50308
57,202029,311,0.84,Married,No,Home loan,2,2,1041370,31556,No,0,Urban,15,50000,60,1173,14.39,20380
18,154228,455,0.82,Single,No,Business loan,4,1,437081,11502,No,0,Urban,27,50000,36,1683,12.95,10588
28,35711,776,0.66,Single,No,Medical loan,0,2,897362,23009,Yes,681944,Rural,34,88433,120,1155,9.74,50167
45,40106,700,0.67,Single,No,Business loan,4,3,1217489,55340,No,0,Urban,5,50000,120,688,11.0,32560
42,227583,476,0.2,Married,No,Auto loan,4,3,1529056,40238,Yes,360366,Rural,37,50000,60,1131,12.74,17860
40,148286,640,0.89,Married,No,Home loan,2,1,1746988,145582,No,0,Rural,40,50000,120,691,11.1,32920
48,237189,356,0.81,Married,No,Education loan,0,2,533969,10679,Yes,56381,Urban,10,92165,36,3169,14.44,21919
47,136479,747,0.83,Single,Yes,Medical loan,4,1,1541380,39522,No,0,Urban,3,50000,120,647,9.53,27640
59,146213,502,0.66,Married,No,Business loan,5,2,1902815,50074,Yes,140907,Urban,13,50000,240,567,12.48,86080
52,38884,501,0.44,Married,No,Home loan,4,2,1779648,93665,No,0,Urban,12,50000,240,567,12.49,86080
24,274852,629,0.83,Single,No,Education loan,1,0,0,0,No,0,Urban,14,111416,24,5203,11.21,13456
33,290519,662,0.4,Married,No,Home loan,4,2,807385,14164,Yes,295567,Urban,7,70781,24,3311,11.38,8683
43,25088,753,0.59,Married,No,Medical loan,2,3,1030419,29440,No,0,Urban,23,50000,60,1061,9.97,13660
65,186118,655,0.27,Single,No,Auto loan,1,3,1022330,20045,Yes,545650,Urban,10,80024,36,2636,11.45,14872
19,282158,515,0.85,Single,No,Medical loan,5,3,995369,21178,Yes,893047,Rural,34,372263,24,17584,12.35,49753
18,205497,854,0.3,Single,No,Medical loan,5,0,0,0,No,0,Rural,24,50000,60,1036,8.96,12160
65,188207,322,0.36,Married,No,Education loan,5,1,1581961,45198,No,0,Rural,22,50000,24,2407,14.28,7768
29,88077,454,0.59,Single,Yes,Education loan,0,3,296896,5601,No,0,Urban,6,50000,24,2364,12.46,6736
22,149784,485,0.73,Single,No,Business loan,5,3,1451531,43985,No,0,Urban,4,50000,60,1141,13.15,18460
54,215776,548,0.63,Single,No,Personal loan,3,1,1361865,64850,No,0,Urban,31,50000,60,1112,12.02,16720
49,79087,433,0.36,Single,No,Medical loan,2,0,0,0,No,0,Urban,27,50000,12,4469,13.17,3628
26,284441,620,0.2,Single,Yes,Education loan,0,2,830695,55379,No,0,Urban,2,50000,36,1632,10.8,8752
58,250341,689,0.73,Married,Yes,Medical loan,1,1,1055003,55526,Yes,735948,Urban,29,50000,120,650,9.61,28000
52,299272,733,0.89,Single,No,Medical loan,3,2,1304484,26089,Yes,118453,Urban,4,50000,24,2322,10.67,5728
36,78368,321,0.77,Married,Yes,Education loan,0,2,162233,6239,No,0,Urban,32,50000,60,1145,13.29,18700
65,229571,899,0.52,Single,No,Auto loan,2,2,761011,40053,No,0,Urban,19,50000,120,620,8.51,24400
33,261514,424,0.83,Married,No,Auto loan,1,1,1760178,44004,Yes,77115,Rural,29,50000,60,1144,13.26,18640
20,152180,378,0.49,Married,No,Medical loan,2,1,981336,18515,No,0,Rural,21,50000,24,2394,13.72,7456
37,269904,350,0.57,Single,Yes,Auto loan,2,2,769365,15387,Yes,316497,Rural,21,112065,60,2549,13.0,40875
41,87603,475,0.53,Married,No,Medical loan,1,0,0,0,Yes,650450,Urban,37,369333,240,4261,12.75,653307
50,43872,552,0.51,Married,No,Business loan,5,0,0,0,No,0,Rural,28,50000,24,2353,11.98,6472
41,282872,545,0.74,Married,No,Education loan,4,0,0,0,No,0,Urban,20,167460,12,14882,12.05,11124
28,292727,405,0.57,Married,No,Medical loan,2,3,109328,2376,No,0,Urban,17,121656,60,2796,13.45,46104
25,95774,492,0.42,Married,No,Auto loan,5,2,391965,7537,Yes,382045,Rural,10,130747,240,1539,13.08,238613
53,208522,615,0.38,Married,Yes,Auto loan,1,3,1586151,26883,No,0,Urban,9,50000,36,1633,10.85,8788
55,230357,601,0.23,Married,No,Home loan,2,0,0,0,Yes,338720,Rural,34,217043,120,3050,11.49,148957
57,75942,847,0.61,Married,No,Home loan,4,1,255705,10228,No,0,Urban,25,50000,240,450,9.03,58000
37,23689,567,0.36,Married,No,Auto loan,1,0,0,0,No,0,Urban,3,50000,60,1120,12.33,17200
52,43276,469,0.3,Married,No,Business loan,0,3,1873569,43571,No,0,Urban,9,50000,60,1145,13.31,18700
65,111968,850,0.66,Married,No,Personal loan,0,3,359996,19999,No,0,Rural,38,50000,60,1037,9.0,12220
42,285194,754,0.68,Married,Yes,Medical loan,5,0,0,0,No,0,Urban,15,145448,12,12716,8.96,7144
52,76216,591,0.73,Single,No,Home loan,0,2,1887000,34309,Yes,163506,Rural,40,50000,24,2344,11.59,6256
42,225516,863,0.55,Married,No,Medical loan,3,1,1659754,37721,Yes,397182,Urban,29,50000,36,1586,8.87,7096
46,31644,440,0.83,Single,No,Home loan,2,1,406470,6889,Yes,990637,Urban,2,436288,120,6669,13.6,363992
35,72021,445,0.86,Married,No,Education loan,2,0,0,0,Yes,355845,Rural,33,233666,240,2745,13.05,425134
63,178197,724,0.77,Single,No,Education loan,1,2,1783330,38768,No,0,Urban,24,50000,36,1619,10.26,8284
35,52291,613,0.64,Single,No,Auto loan,3,2,699315,18403,Yes,517897,Urban,37,66558,120,930,11.37,45042
19,35675,483,0.41,Married,No,Education loan,2,0,0,0,No,0,Urban,35,50000,60,1129,12.67,17740
52,159359,427,0.89,Single,Yes,Education loan,1,1,1995602,166300,No,0,Urban,3,50000,120,738,12.73,38560
33,272318,586,0.39,Married,No,Personal loan,4,1,1803893,106111,No,0,Urban,9,50000,60,1115,12.14,16900
58,102268,552,0.34,Married,No,Business loan,2,1,1837848,141372,No,0,Urban,12,50000,240,549,11.98,81760
53,194384,685,0.51,Single,No,Auto loan,5,2,115353,6408,No,0,Rural,5,50000,240,521,11.15,75040
50,115410,529,0.24,Single,Yes,Personal loan,2,0,0,0,Yes,141837,Urban,6,95847,60,2118,11.71,31233
21,139887,570,0.88,Married,No,Auto loan,4,2,1646744,86670,No,0,Rural,27,50000,36,1655,11.8,9580
50,211554,714,0.61,Single,No,Business loan,4,1,1184096,21144,Yes,174390,Urban,36,50000,24,2315,10.36,5560
31,296762,497,0.59,Married,No,Auto loan,2,2,571321,14283,No,0,Urban,14,50000,120,732,12.53,37840
38,44675,622,0.66,Married,No,Medical loan,4,1,522293,19344,Yes,133661,Urban,29,50000,24,2336,11.28,6064
65,291063,355,0.55,Single,No,Medical loan,1,0,0,0,Yes,492159,Urban,39,87299,36,2981,13.95,20017
37,276317,502,0.22,Single,No,Medical loan,2,1,1651839,41295,No,0,Urban,9,50000,24,2376,12.98,7024
25,298544,437,0.63,Married,No,Education loan,2,3,1815552,43227,No,0,Urban,11,50000,120,750,13.13,40000
24,191517,721,0.7,Married,No,Business loan,0,3,1495802,45327,No,0,Urban,16,50000,60,1069,10.29,14140
20,80305,356,0.49,Single,Yes,Personal loan,5,0,0,0,Yes,511210,Urban,29,231168,120,3443,12.94,181992
34,178636,861,0.73,Single,No,Personal loan,2,2,1041315,49586,Yes,601756,Urban,0,50000,120,643,9.39,27160
50,98791,370,0.36,Married,Yes,Home loan,0,2,170003,11333,Yes,436998,Rural,35,118067,12,10534,12.8,8341
65,169034,893,0.35,Married,No,Personal loan,4,2,1527880,42441,No,0,Rural,39,50000,240,436,8.57,54640
29,80533,671,0.31,Single,No,Medical loan,5,1,1838361,76598,No,0,Rural,23,50000,36,1631,10.79,8716
39,197256,899,0.46,Married,Yes,Medical loan,5,3,877028,31322,No,0,Urban,37,50000,24,2250,7.51,4000
39,151650,813,0.79,Married,No,Home loan,4,0,0,0,No,0,Rural,20,95842,24,4394,9.37,9614
63,141060,383,0.78,Married,No,Education loan,1,2,1925661,37758,No,0,Rural,31,50000,120,766,13.67,41920
47,159696,342,0.47,Married,No,Personal loan,0,2,298216,15695,No,0,Urban,17,50000,60,1165,14.08,19900
55,252188,432,0.61,Married,Yes,Business loan,2,0,0,0,Yes,768972,Rural,12,522937,120,7557,12.18,383903
55,247501,694,0.7,Married,No,Home loan,0,1,1073056,31560,No,0,Urban,36,50000,24,2320,10.56,5680
62,193887,364,0.37,Married,Yes,Personal loan,4,2,1991180,110621,No,0,Urban,20,50000,24,2373,12.86,6952
25,14986,589,0.32,Married,Yes,Education loan,4,1,1235997,28744,Yes,351267,Urban,17,50000,60,1077,10.61,14620
44,273625,675,0.88,Married,Yes,Business loan,1,1,73347,2095,No,0,Urban,39,203610,120,2662,9.75,115830
44,210339,766,0.63,Married,No,Business loan,5,1,1560390,130032,Yes,567488,Urban,25,50000,36,1609,9.84,7924
51,131950,512,0.89,Single,Yes,Education loan,5,2,1954396,33696,Yes,816896,Rural,4,92172,120,1316,11.88,65748
38,135355,447,0.44,Single,Yes,Personal loan,4,2,1422961,24533,No,0,Urban,4,50000,60,1125,12.53,17500
47,37798,872,0.69,Married,No,Auto loan,0,0,0,0,Yes,646887,Urban,30,349524,120,4386,8.78,176796
50,101649,770,0.36,Single,No,Personal loan,5,0,0,0,Yes,807001,Urban,27,430945,60,9113,9.8,115835
45,29477,448,0.38,Married,Yes,Home loan,2,1,890574,18948,No,0,Urban,12,50000,120,717,12.02,36040
64,227400,387,0.56,Single,No,Home loan,2,2,1504952,39604,No,0,Rural,10,50000,120,780,14.13,43600
50,227060,623,0.42,Married,No,Personal loan,0,1,1049362,61727,Yes,302038,Urban,0,50000,240,542,11.77,80080
22,296479,695,0.32,Single,Yes,Medical loan,1,0,0,0,Yes,187075,Urban,23,183667,12,16108,9.55,9629
65,283586,703,0.38,Married,No,Home loan,2,1,640211,12079,No,0,Rural,12,50000,24,2318,10.47,5632
36,116464,381,0.23,Married,Yes,Auto loan,0,3,1407611,33514,No,0,Urban,17,50000,60,1129,12.69,17740
21,141184,585,0.69,Single,Yes,Medical loan,0,1,1728205,75139,No,0,Rural,23,50000,12,4410,10.65,2920
52,97051,681,0.54,Married,No,Auto loan,4,2,1039950,28106,Yes,454240,Urban,28,50000,36,1629,10.69,8644
34,160653,569,0.27,Single,Yes,Business loan,5,1,721118,20031,Yes,329317,Urban,27,50000,24,2325,10.81,5800
61,255300,591,0.32,Single,Yes,Home loan,4,1,1624867,108324,Yes,187530,Rural,37,50000,60,1076,10.59,14560
45,69722,752,0.27,Single,No,Medical loan,5,2,1779543,104679,No,0,Urban,21,50000,12,4395,9.98,2740
47,102036,323,0.63,Single,No,Personal loan,1,3,1923521,33745,No,0,Urban,19,50000,36,1715,14.27,11740
46,238634,610,0.27,Married,No,Medical loan,1,2,926993,38624,No,0,Rural,10,50000,36,1658,11.9,9688
63,157595,760,0.73,Single,No,Business loan,1,0,0,0,No,0,Urban,19,109292,120,1438,9.9,63268
23,258709,507,0.21,Married,No,Auto loan,0,3,774443,21512,No,0,Urban,40,50000,60,1123,12.43,17380
52,291696,737,0.37,Single,No,Business loan,0,3,1553573,36989,No,0,Rural,12,50000,24,2310,10.13,5440
58,151880,837,0.82,Married,No,Education loan,4,2,862104,26124,Yes,812155,Urban,23,192222,120,2448,9.13,101538
54,245419,635,0.7,Single,No,Home loan,2,1,1664683,36188,Yes,373338,Urban,23,50000,36,1640,11.15,9040
41,164692,721,0.25,Married,No,Personal loan,5,0,0,0,Yes,695398,Urban,16,378578,36,12267,10.29,63034
46,273031,620,0.77,Married,Yes,Auto loan,5,0,0,0,Yes,103621,Urban,4,209485,36,6838,10.8,36683
63,95024,796,0.55,Married,No,Business loan,1,3,1047496,32734,No,0,Rural,29,50000,60,1051,9.54,13060
48,255809,886,0.79,Single,No,Personal loan,5,0,0,0,Yes,555787,Urban,13,429460,120,5356,8.64,213260
52,128639,462,0.62,Married,No,Home loan,3,3,1728272,66472,No,0,Urban,14,50000,60,1134,12.88,18040
50,91938,840,0.68,Single,No,Personal loan,1,3,1785539,127538,Yes,638501,Rural,8,50000,120,649,9.6,27880
38,227813,464,0.9,Single,No,Home loan,5,0,0,0,Yes,680247,Rural,13,493897,12,44081,12.86,35075
49,262100,865,0.36,Married,No,Home loan,4,3,1739571,36241,Yes,707469,Urban,9,50000,60,1046,9.35,12760
40,298193,594,0.64,Married,No,Home loan,5,1,157376,2810,Yes,171710,Urban,21,195267,60,4300,11.56,62733
50,94526,341,0.52,Married,No,Business loan,0,3,1731641,46801,No,0,Rural,30,50000,24,2402,14.09,7648
20,56220,584,0.23,Married,No,Home loan,4,1,1053585,18165,No,0,Urban,12,50000,240,538,11.66,79120
35,85277,686,0.21,Single,No,Personal loan,4,1,951349,33976,No,0,Urban,16,50000,12,4410,10.64,2920
42,132332,437,0.28,Single,No,Education loan,4,1,501481,10234,No,0,Urban,0,50000,24,2391,13.63,7384
59,244231,486,0.65,Single,No,Personal loan,3,0,0,0,Yes,980869,Urban,13,625372,120,9205,12.64,479228
48,32931,730,0.6,Married,Yes,Business loan,3,1,221550,4816,No,0,Rural,38,50000,12,4377,9.2,2524
20,99116,853,0.59,Married,No,Home loan,5,0,0,0,Yes,261820,Rural,34,174768,60,3625,8.97,42732
57,261671,715,0.22,Single,No,Education loan,1,2,656002,12615,No,0,Urban,0,50000,36,1633,10.85,8788
63,61913,725,0.53,Married,No,Business loan,5,1,395896,20836,No,0,Rural,26,50000,60,1068,10.25,14080
41,260216,715,0.85,Married,No,Auto loan,5,3,910210,41373,Yes,79145,Urban,21,50000,24,2315,10.35,5560
49,104776,325,0.48,Married,No,Auto loan,5,2,179682,5133,No,0,Urban,33,50000,240,630,14.25,101200
64,35991,670,0.64,Married,Yes,Auto loan,0,2,430510,7972,No,0,Rural,8,50000,12,4402,10.3,2824
39,195917,684,0.75,Married,No,Education loan,4,1,1761432,92706,Yes,914367,Urban,35,50000,12,4411,10.66,2932
40,114092,355,0.75,Married,No,Personal loan,2,0,0,0,Yes,382765,Rural,31,268394,36,9166,13.95,61582
19,239577,552,0.56,Single,No,Education loan,1,2,529618,12917,Yes,991324,Urban,37,468112,36,15543,11.98,91436
44,196384,405,0.8,Single,No,Education loan,1,1,964469,80372,No,0,Urban,19,50000,120,759,13.45,41080
59,247113,429,0.47,Single,No,Education loan,4,2,78357,1741,Yes,130195,Rural,26,137119,36,4633,13.21,29669
19,105556,675,0.82,Married,No,Auto loan,1,2,1353280,43654,No,0,Urban,2,50000,12,4424,11.25,3088
43,166989,607,0.37,Married,No,Medical loan,4,1,96252,2047,No,0,Urban,10,50000,24,2352,11.93,6448
34,138467,390,0.4,Married,No,Personal loan,1,3,998716,22193,No,0,Urban,23,50000,60,1153,13.6,19180
57,228800,692,0.24,Single,Yes,Medical loan,5,3,842319,18718,Yes,214458,Rural,28,50000,120,649,9.58,27880
50,136155,833,0.76,Married,No,Medical loan,0,3,395542,16480,No,0,Urban,4,50000,36,1605,9.67,7780
26,69778,409,0.49,Married,No,Education loan,1,2,1104616,64977,Yes,333418,Rural,32,50000,12,4475,13.41,3700
60,55833,860,0.36,Married,No,Personal loan,1,0,0,0,No,0,Urban,7,50000,36,1599,9.4,7564
65,294769,884,0.36,Married,Yes,Medical loan,2,0,0,0,No,0,Urban,18,95505,240,778,7.66,91215
56,42088,639,0.83,Married,No,Home loan,0,2,1581864,33656,No,0,Rural,3,50000,24,2344,11.61,6256
46,220722,864,0.78,Single,No,Education loan,5,2,194512,5403,No,0,Urban,40,64286,120,809,8.86,32794
59,206375,655,0.59,Single,No,Education loan,0,1,702341,18482,No,0,Urban,34,50000,12,4417,10.95,3004
43,86361,467,0.63,Single,No,Education loan,0,0,0,0,Yes,452290,Rural,29,280552,36,9429,12.83,58892
52,145189,856,0.53,Married,No,Home loan,1,2,1473445,25404,No,0,Urban,4,50000,60,1048,9.44,12880
42,100265,751,0.47,Single,No,Home loan,3,3,1651235,39315,Yes,248311,Urban,39,50000,60,1062,9.99,13720
41,107718,404,0.84,Married,No,Auto loan,1,0,0,0,Yes,942489,Rural,37,557203,60,12809,13.46,211337
30,104876,449,0.29,Married,No,Business loan,4,2,987228,70516,Yes,847419,Rural,2,50000,60,1150,13.51,19000
24,40949,445,0.49,Single,No,Personal loan,2,1,1428599,36630,No,0,Urban,15,50000,120,748,13.05,39760
53,222954,598,0.44,Married,No,Business loan,0,1,188260,12550,No,0,Urban,7,50000,60,1112,12.02,16720
62,121541,466,0.55,Single,Yes,Education loan,4,0,0,0,No,0,Rural,4,53478,240,601,12.34,90762
37,205691,347,0.52,Single,Yes,Medical loan,5,3,1722406,61514,No,0,Urban,37,50000,36,1685,13.03,10660
18,71842,538,0.56,Married,No,Education loan,4,0,0,0,No,0,Urban,34,50000,60,1115,12.12,16900
25,242930,306,0.3,Single,No,Medical loan,3,2,1062136,21676,No,0,Urban,7,50000,60,1187,14.94,21220
63,299134,763,0.56,Married,Yes,Auto loan,0,3,1944588,43213,Yes,702891,Urban,35,50000,240,445,8.87,56800
33,157265,752,0.37,Married,Yes,Business loan,1,2,1668080,53809,No,0,Rural,24,50000,36,1589,8.98,7204
31,140356,670,0.33,Married,No,Education loan,0,3,253464,10561,No,0,Urban,7,50000,36,1644,11.3,9184
29,254629,848,0.25,Married,No,Business loan,2,3,858476,14801,No,0,Urban,20,50000,60,1038,9.02,12280
40,222802,786,0.73,Single,Yes,Auto loan,0,2,1109196,69324,Yes,210852,Rural,8,50000,120,637,9.14,26440
32,175582,510,0.5,Married,No,Business loan,4,0,0,0,Yes,232643,Rural,31,186554,24,8816,12.4,25030
45,273450,464,0.64,Single,No,Medical loan,4,1,857155,24490,No,0,Urban,12,50000,36,1681,12.86,10516
51,13849,424,0.71,Single,No,Personal loan,1,3,1401862,28609,Yes,898970,Urban,22,115518,240,1374,13.26,214242
19,22360,636,0.68,Single,No,Auto loan,1,3,91503,3267,No,0,Rural,7,50000,240,538,11.64,79120
49,263279,491,0.53,Single,Yes,Business loan,1,1,1842947,43879,Yes,964003,Rural,34,88014,12,7803,11.59,5622
40,104767,513,0.47,Married,Yes,Education loan,5,0,0,0,Yes,422468,Urban,27,248164,24,11609,11.37,30452
39,271445,873,0.46,Single,Yes,Home loan,2,1,1522035,39026,Yes,533835,Urban,14,50000,36,1561,7.77,6196
42,186872,627,0.65,Married,Yes,Home loan,5,0,0,0,No,0,Urban,28,91100,24,4213,10.23,10012
39,64330,680,0.55,Married,Yes,Auto loan,5,3,1000364,83363,No,0,Urban,3,50000,120,666,10.2,29920
39,61707,877,0.79,Married,Yes,Home loan,5,3,773311,59485,Yes,662579,Urban,33,50000,60,1007,7.73,10420
59,290833,538,0.81,Married,No,Personal loan,0,2,1758190,39958,Yes,638370,Rural,36,75263,24,3547,12.12,9865
23,39084,831,0.32,Single,Yes,Auto loan,3,0,0,0,No,0,Urban,23,50000,120,611,8.19,23320
32,50387,381,0.3,Married,No,Education loan,0,1,1043677,20464,Yes,715587,Urban,20,127341,36,4333,13.69,28647
60,12642,662,0.64,Married,No,Education loan,1,0,0,0,No,0,Urban,1,50000,240,529,11.38,76960
54,196633,804,0.41,Single,No,Auto loan,2,0,0,0,Yes,542937,Urban,6,344026,60,7302,9.96,94094
50,156510,501,0.21,Married,Yes,Home loan,5,0,0,0,No,0,Urban,10,50000,60,1111,11.99,16660
25,264511,803,0.82,Married,Yes,Home loan,0,0,0,0,No,0,Urban,11,216899,60,4446,8.47,49861
61,273957,336,0.36,Single,No,Education loan,4,1,205582,5139,No,0,Urban,3,50000,240,645,14.64,104800
61,94381,888,0.85,Single,No,Personal loan,5,2,152837,10189,No,0,Rural,34,50000,120,623,8.62,24760
22,259880,900,0.7,Single,No,Medical loan,0,3,1825988,62965,Yes,219998,Rural,39,50000,120,619,8.5,24280
56,203984,701,0.73,Married,No,Home loan,4,1,1692801,48365,Yes,843580,Urban,25,50000,24,2318,10.49,5632
21,70272,475,0.34,Married,No,Personal loan,0,1,1593128,37049,No,0,Rural,17,50000,24,2371,12.75,6904
23,183123,844,0.36,Married,No,Home loan,0,3,213194,10659,No,0,Urban,36,50000,60,1039,9.06,12340
62,223808,869,0.56,Married,No,Medical loan,5,2,1026821,17703,Yes,740988,Rural,15,82868,120,1041,8.81,42052
49,263091,766,0.32,Married,No,Auto loan,0,1,921641,34134,No,0,Rural,11,50000,24,2303,9.84,5272
47,274064,500,0.41,Married,No,Business loan,1,3,1797272,56164,No,0,Urban,40,50000,60,1124,12.5,17440
64,116121,839,0.43,Married,No,Education loan,4,2,1555120,37929,No,0,Rural,39,50000,60,1040,9.11,12400
52,86872,846,0.31,Married,Yes,Auto loan,2,2,726182,51870,Yes,80900,Urban,36,50000,60,1014,8.04,10840
57,274237,693,0.34,Married,No,Home loan,3,0,0,0,No,0,Urban,18,79254,120,1072,10.57,49386
33,285049,341,0.75,Married,No,Medical loan,5,1,384547,8739,Yes,848203,Urban,14,479573,12,43079,14.09,37375
30,131759,896,0.32,Married,No,Education loan,4,2,1145520,27274,No,0,Rural,21,50000,120,620,8.54,24400
59,92289,692,0.22,Married,No,Business loan,1,1,610290,10898,Yes,248993,Urban,19,50000,36,1627,10.58,8572
47,126506,740,0.64,Single,No,Business loan,4,3,531133,21245,No,0,Urban,12,50000,60,1064,10.1,13840
36,88513,805,0.88,Single,Yes,Medical loan,2,1,1640381,96493,Yes,902893,Urban,22,50000,12,4359,8.45,2308
34,192003,619,0.43,Married,Yes,Medical loan,5,2,1700230,106264,Yes,875421,Urban,30,50000,12,4403,10.31,2836
36,269480,852,0.28,Single,Yes,Home loan,4,3,1371309,34282,Yes,607284,Rural,25,50000,60,1013,7.98,10780
45,272043,514,0.6,Married,No,Education loan,1,3,1158693,24139,Yes,786285,Urban,31,258539,24,12213,12.36,34573
43,201758,370,0.83,Single,No,Home loan,5,0,0,0,No,0,Urban,20,125594,24,6018,13.8,18838
54,143498,867,0.75,Single,No,Business loan,1,3,701628,14928,Yes,339141,Urban,16,92676,36,2939,8.83,13128
43,264024,535,0.64,Single,No,Auto loan,5,2,1682128,52566,No,0,Urban,28,50000,120,721,12.15,36520
40,140970,580,0.42,Single,Yes,Auto loan,3,0,0,0,No,0,Urban,28,50326,120,684,10.7,31754
26,100009,461,0.58,Single,Yes,Personal loan,2,2,1919838,83471,No,0,Rural,21,50000,24,2351,11.89,6424
29,209570,490,0.26,Married,No,Business loan,3,2,1682408,29515,Yes,834538,Urban,18,109403,60,2466,12.6,38557
18,207467,308,0.68,Married,No,Business loan,0,0,0,0,No,0,Urban,13,141077,12,12694,14.42,11251
18,54816,359,0.71,Married,No,Home loan,1,0,0,0,Yes,865920,Urban,38,469933,12,42174,13.91,36155
64,14138,524,0.88,Married,No,Personal loan,3,1,578915,17026,No,0,Urban,22,50000,36,1666,12.26,9976
51,101176,881,0.38,Married,No,Medical loan,1,2,438038,17521,Yes,946184,Rural,40,299364,12,26136,8.69,14268
